Motion Sensor Data File Oct 31, 2023 3:56 PM
Time (s)	Velocity (cm/s)
17.030	0.043
17.040	0.043
17.050	0.473
17.060	-0.387
17.070	0.473
17.080	0.000
17.090	0.043
17.100	0.043
17.110	0.043
17.120	0.043
17.130	0.043
17.140	0.043
17.150	-0.430
17.160	0.473
17.170	-0.387
17.180	0.043
17.190	0.043
17.200	0.043
17.210	0.043
17.220	0.000
17.230	0.043
17.240	0.043
17.250	0.043
17.260	0.043
17.270	0.043
17.280	0.043
17.290	0.430
17.300	0.043
17.310	0.043
17.320	0.043
17.330	-1.247
17.340	0.043
17.350	0.043
17.360	0.430
17.370	-0.387
17.380	0.473
17.390	0.043
17.400	-0.387
17.410	0.043
17.420	0.043
17.430	0.000
17.440	-0.387
17.450	0.043
17.460	0.043
17.470	0.043
17.480	0.043
17.490	0.043
17.500	0.000
17.510	0.043
17.520	0.473
17.530	0.043
17.540	0.043
17.550	0.043
17.560	0.043
17.570	0.430
17.580	0.043
17.590	-0.387
17.600	0.043
17.610	0.043
17.620	0.043
17.630	0.043
17.640	0.043
17.650	0.430
17.660	-0.387
17.670	0.043
17.680	-1.247
17.690	-0.387
17.700	0.043
17.710	0.043
17.720	0.000
17.730	0.043
17.740	0.043
17.750	0.043
17.760	0.043
17.770	0.043
17.780	0.043
17.790	0.000
17.800	0.473
17.810	0.043
17.820	0.043
17.830	0.043
17.840	0.043
17.850	0.043
17.860	0.000
17.870	0.043
17.880	0.043
17.890	0.043
17.900	0.043
17.910	0.043
17.920	0.043
17.930	0.000
17.940	-0.387
17.950	0.043
17.960	0.043
17.970	0.043
17.980	0.043
17.990	0.043
18.000	0.000
18.010	0.043
18.020	0.043
18.030	-1.247
18.040	0.043
18.050	0.043
18.060	0.043
18.070	0.430
18.080	0.043
18.090	0.043
18.100	0.043
18.110	0.043
18.120	0.473
18.130	0.043
18.140	-0.430
18.150	0.043
18.160	0.043
18.170	0.043
18.180	0.043
18.190	0.043
18.200	0.043
18.210	0.000
18.220	-0.387
18.230	0.043
18.240	0.043
18.250	0.043
18.260	0.043
18.270	0.043
18.280	0.043
18.290	0.000
18.300	0.043
18.310	0.043
18.320	0.043
18.330	0.473
18.340	-0.387
18.350	0.043
18.360	0.000
18.370	0.473
18.380	-1.247
18.390	0.043
18.400	-0.387
18.410	0.473
18.420	0.043
18.430	0.000
18.440	0.043
18.450	0.043
18.460	0.043
18.470	0.043
18.480	-0.387
18.490	0.043
18.500	0.000
18.510	0.043
18.520	0.043
18.530	0.043
18.540	0.043
18.550	0.043
18.560	0.043
18.570	0.000
18.580	0.473
18.590	0.043
18.600	0.043
18.610	0.043
18.620	0.043
18.630	0.473
18.640	0.000
18.650	0.043
18.660	0.043
18.670	-0.387
18.680	0.043
18.690	0.043
18.700	0.043
18.710	0.000
18.720	-0.387
18.730	-1.247
18.740	0.043
18.750	0.043
18.760	0.043
18.770	0.043
18.780	0.000
18.790	0.043
18.800	0.043
18.810	0.043
18.820	0.043
18.830	0.043
18.840	0.473
18.850	-0.430
18.860	0.473
18.870	0.043
18.880	0.043
18.890	0.043
18.900	0.043
18.910	0.043
18.920	0.000
18.930	0.043
18.940	0.043
18.950	0.043
18.960	0.043
18.970	0.043
18.980	0.043
18.990	0.000
19.000	-0.387
19.010	0.043
19.020	0.043
19.030	0.043
19.040	0.043
19.050	0.043
19.060	0.430
19.070	0.043
19.080	-1.247
19.090	0.043
19.100	0.043
19.110	0.043
19.120	0.473
19.130	0.000
19.140	0.043
19.150	0.043
19.160	0.043
19.170	-0.387
19.180	0.043
19.190	0.043
19.200	0.000
19.210	0.043
19.220	0.043
19.230	0.043
19.240	-0.387
19.250	0.043
19.260	0.043
19.270	0.043
19.280	0.000
19.290	0.043
19.300	0.043
19.310	0.043
19.320	0.043
19.330	0.043
19.340	0.473
19.350	0.000
19.360	0.043
19.370	0.043
19.380	0.043
19.390	0.043
19.400	0.043
19.410	0.473
19.420	0.000
19.430	-1.247
19.440	0.043
19.450	0.043
19.460	-0.387
19.470	0.043
19.480	0.043
19.490	0.000
19.500	0.043
19.510	-0.387
19.520	0.043
19.530	0.473
19.540	0.043
19.550	-0.387
19.560	0.000
19.570	0.043
19.580	0.043
19.590	0.043
19.600	0.043
19.610	0.473
19.620	0.043
19.630	0.000
19.640	0.043
19.650	0.043
19.660	0.043
19.670	0.043
19.680	0.473
19.690	-0.387
19.700	0.000
19.710	0.043
19.720	0.043
19.730	0.043
19.740	0.043
19.750	0.043
19.760	-0.387
19.770	0.000
19.780	-0.817
19.790	0.043
19.800	0.043
19.810	-0.387
19.820	0.043
19.830	0.043
19.840	0.000
19.850	0.473
19.860	0.043
19.870	0.043
19.880	0.043
19.890	0.043
19.900	0.043
19.910	0.000
19.920	0.043
19.930	0.043
19.940	0.043
19.950	0.043
19.960	0.043
19.970	0.043
19.980	0.000
19.990	0.043
20.000	0.043
20.010	0.043
20.020	0.043
20.030	0.043
20.040	0.043
20.050	0.000
20.060	0.043
20.070	0.043
20.080	0.043
20.090	0.043
20.100	0.043
20.110	0.043
20.120	0.000
20.130	-1.247
20.140	0.043
20.150	0.473
20.160	-0.387
20.170	0.473
20.180	-0.387
20.190	0.430
20.200	-0.387
20.210	0.043
20.220	0.043
20.230	0.043
20.240	0.043
20.250	0.043
20.260	0.000
20.270	0.043
20.280	-0.387
20.290	0.473
20.300	-0.387
20.310	0.473
20.320	-0.387
20.330	0.430
20.340	0.043
20.350	0.043
20.360	0.043
20.370	0.043
20.380	0.043
20.390	0.043
20.400	0.430
20.410	0.043
20.420	0.043
20.430	0.043
20.440	0.043
20.450	0.043
20.460	0.043
20.470	0.000
20.480	-1.247
20.490	0.043
20.500	-0.387
20.510	0.043
20.520	0.043
20.530	0.043
20.540	0.000
20.550	0.043
20.560	0.043
20.570	0.043
20.580	0.043
20.590	-0.387
20.600	0.043
20.610	0.430
20.620	-0.387
20.630	0.473
20.640	0.043
20.650	0.043
20.660	0.043
20.670	0.043
20.680	0.000
20.690	0.043
20.700	0.043
20.710	-0.387
20.720	0.043
20.730	0.043
20.740	0.043
20.750	0.000
20.760	0.043
20.770	-0.387
20.780	0.043
20.790	0.473
20.800	-0.387
20.810	0.043
20.820	0.430
20.830	-1.677
20.840	0.043
20.850	0.043
20.860	0.043
20.870	0.473
20.880	0.043
20.890	0.000
20.900	0.043
20.910	0.043
20.920	0.043
20.930	0.043
20.940	0.043
20.950	0.043
20.960	0.000
20.970	0.043
20.980	0.043
20.990	0.043
21.000	0.043
21.010	-0.387
21.020	0.043
21.030	0.000
21.040	0.043
21.050	0.043
21.060	0.043
21.070	0.043
21.080	0.043
21.090	0.043
21.100	0.430
21.110	0.043
21.120	0.043
21.130	0.043
21.140	0.043
21.150	0.043
21.160	0.043
21.170	0.430
21.180	-1.677
21.190	0.473
21.200	-0.387
21.210	0.473
21.220	-0.387
21.230	0.043
21.240	0.430
21.250	-0.387
21.260	0.043
21.270	0.043
21.280	0.043
21.290	-0.387
21.300	0.430
21.310	-0.387
21.320	0.043
21.330	0.043
21.340	0.473
21.350	-0.387
21.360	0.473
21.370	0.000
21.380	0.043
21.390	0.473
21.400	0.043
21.410	0.043
21.420	0.043
21.430	0.043
21.440	0.000
21.450	0.043
21.460	0.043
21.470	0.043
21.480	0.043
21.490	0.043
21.500	-0.387
21.510	0.430
21.520	-0.387
21.530	-1.247
21.540	0.043
21.550	0.043
21.560	0.043
21.570	0.043
21.580	0.000
21.590	0.043
21.600	0.043
21.610	0.043
21.620	0.473
21.630	0.043
21.640	0.043
21.650	-0.430
21.660	0.473
21.670	0.043
21.680	0.043
21.690	0.043
21.700	0.473
21.710	0.043
21.720	-0.430
21.730	0.473
21.740	-0.387
21.750	0.043
21.760	0.043
21.770	0.043
21.780	0.043
21.790	0.000
21.800	-0.387
21.810	0.473
21.820	-0.387
21.830	0.473
21.840	-0.387
21.850	0.473
21.860	-0.430
21.870	0.473
21.880	-1.247
21.890	0.043
21.900	0.043
21.910	0.043
21.920	0.043
21.930	0.000
21.940	0.043
21.950	0.473
21.960	0.043
21.970	0.043
21.980	0.043
21.990	0.043
22.000	0.000
22.010	0.043
22.020	-0.387
22.030	0.043
22.040	0.043
22.050	0.043
22.060	0.043
22.070	0.000
22.080	0.043
22.090	-0.387
22.100	0.473
22.110	0.043
22.120	0.043
22.130	0.000
22.140	0.043
22.150	0.043
22.160	0.043
22.170	0.043
22.180	0.043
22.190	0.043
22.200	0.000
22.210	0.043
22.220	0.043
22.230	-1.247
22.240	0.043
22.250	0.043
22.260	0.043
22.270	0.000
22.280	0.043
22.290	0.043
22.300	0.043
22.310	-0.387
22.320	0.043
22.330	0.043
22.340	0.000
22.350	0.043
22.360	0.043
22.370	0.043
22.380	0.043
22.390	0.043
22.400	0.043
22.410	0.430
22.420	0.043
22.430	0.043
22.440	0.043
22.450	0.043
22.460	0.043
22.470	0.043
22.480	0.000
22.490	0.043
22.500	0.043
22.510	0.043
22.520	0.043
22.530	0.043
22.540	0.043
22.550	0.000
22.560	0.043
22.570	0.043
22.580	-1.677
22.590	0.473
22.600	0.043
22.610	-0.387
22.620	0.430
22.630	0.043
22.640	0.043
22.650	0.043
22.660	0.043
22.670	0.043
22.680	0.043
22.690	0.000
22.700	0.043
22.710	0.473
22.720	0.043
22.730	-0.387
22.740	0.473
22.750	-0.430
22.760	0.043
22.770	0.473
22.780	0.043
22.790	0.043
22.800	-0.387
22.810	0.043
22.820	0.000
22.830	0.043
22.840	0.043
22.850	0.043
22.860	-0.387
22.870	0.043
22.880	0.043
22.890	0.000
22.900	-0.387
22.910	0.473
22.920	-0.387
22.930	-1.247
22.940	0.043
22.950	0.043
22.960	0.430
22.970	0.043
22.980	0.043
22.990	0.043
23.000	0.043
23.010	0.043
23.020	0.043
23.030	0.000
23.040	0.043
23.050	0.043
23.060	0.043
23.070	-0.387
23.080	0.043
23.090	0.043
23.100	0.000
23.110	0.043
23.120	0.043
23.130	0.043
23.140	0.043
23.150	0.043
23.160	0.043
23.170	-0.430
23.180	0.473
23.190	-0.387
23.200	0.473
23.210	0.043
23.220	0.043
23.230	0.043
23.240	0.430
23.250	0.043
23.260	0.043
23.270	0.043
23.280	0.473
23.290	-1.677
23.300	0.000
23.310	0.043
23.320	0.473
23.330	0.043
23.340	0.043
23.350	-0.387
23.360	0.043
23.370	0.000
23.380	0.043
23.390	-0.387
23.400	0.043
23.410	0.043
23.420	0.043
23.430	0.043
23.440	0.430
23.450	-0.387
23.460	0.043
23.470	0.473
23.480	0.043
23.490	0.043
23.500	0.043
23.510	0.000
23.520	0.043
23.530	0.043
23.540	0.043
23.550	0.043
23.560	0.043
23.570	0.043
23.580	0.000
23.590	0.043
23.600	0.043
23.610	0.043
23.620	0.043
23.630	0.043
23.640	-1.247
23.650	0.000
23.660	0.043
23.670	-0.387
23.680	0.043
23.690	0.043
23.700	0.043
23.710	0.000
23.720	0.043
23.730	0.043
23.740	0.043
23.750	0.043
23.760	0.473
23.770	0.043
23.780	0.000
23.790	0.043
23.800	0.043
23.810	0.043
23.820	0.043
23.830	-0.387
23.840	0.043
23.850	0.000
23.860	0.043
23.870	0.043
23.880	0.043
23.890	0.043
23.900	0.043
23.910	0.043
23.920	0.000
23.930	0.043
23.940	0.043
23.950	0.043
23.960	0.043
23.970	0.043
23.980	0.043
23.990	-1.290
24.000	0.043
24.010	0.043
24.020	0.473
24.030	0.043
24.040	0.043
24.050	0.043
24.060	0.000
24.070	0.043
24.080	0.043
24.090	0.043
24.100	0.043
24.110	0.043
24.120	0.000
24.130	0.043
24.140	0.043
24.150	0.043
24.160	0.043
24.170	0.043
24.180	-0.387
24.190	0.000
24.200	0.043
24.210	0.043
24.220	0.043
24.230	0.473
24.240	0.043
24.250	0.043
24.260	0.000
24.270	0.043
24.280	0.043
24.290	0.043
24.300	0.043
24.310	0.043
24.320	0.043
24.330	0.000
24.340	-0.817
24.350	0.043
24.360	0.043
24.370	0.043
24.380	0.043
24.390	0.043
24.400	-0.430
24.410	0.043
24.420	0.043
24.430	0.043
24.440	0.043
24.450	0.043
24.460	0.000
24.470	0.473
24.480	-0.387
24.490	0.043
24.500	0.043
24.510	0.043
24.520	0.043
24.530	0.430
24.540	0.043
24.550	0.043
24.560	0.043
24.570	0.043
24.580	0.043
24.590	0.043
24.600	0.000
24.610	0.043
24.620	0.043
24.630	0.043
24.640	0.043
24.650	0.043
24.660	-0.387
24.670	0.000
24.680	0.473
24.690	-1.247
24.700	0.043
24.710	0.043
24.720	0.043
24.730	0.430
24.740	0.043
24.750	0.043
24.760	0.043
24.770	0.043
24.780	0.043
24.790	0.043
24.800	0.000
24.810	0.043
24.820	0.043
24.830	0.043
24.840	0.043
24.850	0.043
24.860	0.043
24.870	0.000
24.880	0.043
24.890	-0.387
24.900	0.043
24.910	0.043
24.920	0.043
24.930	0.043
24.940	0.000
24.950	0.043
24.960	0.043
24.970	0.043
24.980	0.043
24.990	0.043
25.000	0.473
25.010	0.000
25.020	0.043
25.030	0.043
25.040	-1.247
25.050	0.043
25.060	0.043
25.070	0.000
25.080	0.043
25.090	0.043
25.100	0.043
25.110	0.043
25.120	0.043
25.130	0.043
25.140	0.000
25.150	0.043
25.160	-0.387
25.170	0.043
25.180	0.043
25.190	0.043
25.200	0.043
25.210	0.000
25.220	0.043
25.230	0.043
25.240	0.043
25.250	0.043
25.260	0.043
25.270	0.043
25.280	0.000
25.290	0.043
25.300	0.473
25.310	0.043
25.320	-0.387
25.330	0.043
25.340	0.000
25.350	0.043
25.360	0.043
25.370	0.043
25.380	0.043
25.390	0.043
25.400	-1.677
25.410	0.000
25.420	0.043
25.430	0.043
25.440	0.043
25.450	0.043
25.460	0.043
25.470	0.473
25.480	0.000
25.490	0.043
25.500	0.043
25.510	0.043
25.520	0.043
25.530	0.473
25.540	-0.430
25.550	0.473
25.560	0.043
25.570	0.043
25.580	0.043
25.590	0.043
25.600	0.043
25.610	0.000
25.620	0.043
25.630	0.043
25.640	-0.387
25.650	0.043
25.660	0.473
25.670	-0.387
25.680	0.000
25.690	0.043
25.700	0.043
25.710	0.043
25.720	0.043
25.730	0.043
25.740	-0.387
25.750	-0.860
25.760	0.043
25.770	0.043
25.780	0.043
25.790	0.043
25.800	0.043
25.810	0.000
25.820	0.043
25.830	0.473
25.840	-0.387
25.850	0.473
25.860	0.043
25.870	0.043
25.880	0.000
25.890	0.043
25.900	0.043
25.910	0.043
25.920	0.043
25.930	0.043
25.940	0.043
25.950	-0.430
25.960	0.473
25.970	-0.387
25.980	0.473
25.990	0.043
26.000	0.043
26.010	0.043
26.020	0.000
26.030	0.043
26.040	0.043
26.050	0.043
26.060	0.043
26.070	0.043
26.080	0.000
26.090	0.043
26.100	-1.247
26.110	0.043
26.120	0.043
26.130	0.043
26.140	0.043
26.150	0.000
26.160	0.043
26.170	0.043
26.180	0.043
26.190	0.043
26.200	0.043
26.210	0.043
26.220	0.000
26.230	0.043
26.240	0.043
26.250	0.043
26.260	0.043
26.270	0.043
26.280	0.000
26.290	0.043
26.300	0.043
26.310	0.043
26.320	0.043
26.330	0.473
26.340	0.043
26.350	0.000
26.360	0.043
26.370	0.043
26.380	0.043
26.390	0.043
26.400	0.043
26.410	0.043
26.420	0.000
26.430	0.043
26.440	0.043
26.450	-1.677
26.460	0.043
26.470	0.043
26.480	0.000
26.490	0.043
26.500	0.043
26.510	0.043
26.520	0.043
26.530	0.043
26.540	0.043
26.550	0.000
26.560	0.043
26.570	0.043
26.580	0.043
26.590	0.043
26.600	0.043
26.610	0.043
26.620	0.430
26.630	0.043
26.640	-0.387
26.650	0.473
26.660	-0.387
26.670	0.043
26.680	0.000
26.690	0.043
26.700	0.043
26.710	0.043
26.720	0.043
26.730	0.043
26.740	-0.387
26.750	0.430
26.760	-0.387
26.770	0.043
26.780	0.473
26.790	0.043
26.800	0.043
26.810	-1.677
26.820	0.000
26.830	0.043
26.840	0.473
26.850	0.043
26.860	0.043
26.870	0.043
26.880	0.000
26.890	0.043
26.900	0.043
26.910	0.043
26.920	0.043
26.930	0.043
26.940	0.043
26.950	0.000
26.960	0.043
26.970	0.043
26.980	0.043
26.990	0.043
27.000	-0.387
27.010	0.043
27.020	0.430
27.030	0.043
27.040	0.043
27.050	0.043
27.060	0.043
27.070	0.043
27.080	0.000
27.090	0.043
27.100	0.043
27.110	0.043
27.120	0.043
27.130	0.043
27.140	0.043
27.150	0.000
27.160	-1.677
27.170	0.473
27.180	-0.387
27.190	0.043
27.200	0.043
27.210	0.043
27.220	0.000
27.230	0.043
27.240	0.043
27.250	0.043
27.260	0.043
27.270	0.043
27.280	0.000
27.290	0.043
27.300	0.043
27.310	0.043
27.320	0.043
27.330	0.043
27.340	0.043
27.350	0.000
27.360	0.473
27.370	0.043
27.380	0.043
27.390	0.043
27.400	0.043
27.410	0.043
27.420	0.000
27.430	-0.387
27.440	0.473
27.450	-0.387
27.460	0.473
27.470	-0.387
27.480	0.000
27.490	0.043
27.500	0.043
27.510	-1.677
27.520	0.043
27.530	0.043
27.540	0.473
27.550	0.000
27.560	0.043
27.570	0.043
27.580	0.043
27.590	0.043
27.600	0.043
27.610	0.000
27.620	0.043
27.630	0.043
27.640	0.043
27.650	0.043
27.660	0.043
27.670	0.043
27.680	0.000
27.690	0.043
27.700	0.043
27.710	0.043
27.720	-0.387
27.730	0.043
27.740	0.473
27.750	0.000
27.760	-0.387
27.770	0.043
27.780	0.473
27.790	0.043
27.800	0.043
27.810	0.000
27.820	0.043
27.830	0.043
27.840	0.043
27.850	0.043
27.860	0.043
27.870	-1.247
27.880	0.000
27.890	0.043
27.900	0.043
27.910	0.043
27.920	0.043
27.930	0.043
27.940	0.000
27.950	0.043
27.960	0.043
27.970	0.043
27.980	0.043
27.990	0.043
28.000	0.043
28.010	0.000
28.020	0.043
28.030	0.043
28.040	0.043
28.050	-0.387
28.060	0.043
28.070	0.473
28.080	-0.430
28.090	0.473
28.100	-0.387
28.110	0.043
28.120	0.043
28.130	0.043
28.140	0.000
28.150	0.043
28.160	0.043
28.170	0.043
28.180	0.043
28.190	0.043
28.200	0.043
28.210	0.000
28.220	-1.677
28.230	0.043
28.240	0.043
28.250	0.043
28.260	0.043
28.270	0.430
28.280	-0.387
28.290	0.043
28.300	0.473
28.310	0.043
28.320	0.043
28.330	0.043
28.340	0.000
28.350	0.043
28.360	0.043
28.370	0.043
28.380	0.043
28.390	0.043
28.400	0.000
28.410	0.043
28.420	0.043
28.430	0.043
28.440	0.043
28.450	0.043
28.460	0.043
28.470	0.000
28.480	0.473
28.490	-0.387
28.500	0.473
28.510	0.043
28.520	0.043
28.530	-0.387
28.540	0.000
28.550	0.043
28.560	0.043
28.570	-1.247
28.580	0.043
28.590	0.043
28.600	0.000
28.610	0.043
28.620	0.043
28.630	0.043
28.640	0.043
28.650	0.043
28.660	0.473
28.670	0.000
28.680	0.043
28.690	-0.387
28.700	0.043
28.710	0.043
28.720	0.043
28.730	0.000
28.740	0.043
28.750	0.043
28.760	0.043
28.770	0.043
28.780	0.043
28.790	-0.387
28.800	0.000
28.810	0.043
28.820	0.473
28.830	0.043
28.840	0.043
28.850	0.043
28.860	0.000
28.870	0.043
28.880	0.043
28.890	0.043
28.900	0.043
28.910	0.473
28.920	0.043
28.930	-1.720
28.940	0.043
28.950	0.473
28.960	0.043
28.970	0.043
28.980	0.043
28.990	0.000
29.000	0.043
29.010	0.043
29.020	-0.387
29.030	0.043
29.040	0.043
29.050	0.043
29.060	0.000
29.070	0.043
29.080	0.043
29.090	0.043
29.100	0.043
29.110	0.473
29.120	0.000
29.130	0.043
29.140	0.043
29.150	0.043
29.160	0.043
29.170	0.043
29.180	0.473
29.190	0.000
29.200	0.043
29.210	0.043
29.220	0.043
29.230	0.043
29.240	0.043
29.250	0.000
29.260	0.043
29.270	-0.387
29.280	-1.247
29.290	0.043
29.300	0.043
29.310	0.043
29.320	0.000
29.330	0.043
29.340	0.043
29.350	0.043
29.360	0.043
29.370	0.473
29.380	0.043
29.390	0.000
29.400	0.043
29.410	0.043
29.420	0.043
29.430	0.043
29.440	0.043
29.450	0.000
29.460	0.043
29.470	0.043
29.480	0.043
29.490	0.043
29.500	0.043
29.510	-0.387
29.520	0.000
29.530	0.473
29.540	0.043
29.550	0.043
29.560	-0.387
29.570	0.043
29.580	0.000
29.590	0.043
29.600	0.043
29.610	0.043
29.620	0.043
29.630	0.043
29.640	-1.247
29.650	0.000
29.660	0.043
29.670	0.043
29.680	0.473
29.690	-0.387
29.700	0.473
29.710	-0.430
29.720	0.473
29.730	0.043
29.740	0.043
29.750	0.043
29.760	0.043
29.770	-0.387
29.780	0.000
29.790	0.043
29.800	0.043
29.810	0.043
29.820	0.043
29.830	0.043
29.840	0.000
29.850	0.043
29.860	0.043
29.870	0.043
29.880	0.043
29.890	0.043
29.900	0.000
29.910	0.043
29.920	0.043
29.930	0.043
29.940	0.043
29.950	0.473
29.960	-0.387
29.970	0.430
29.980	0.043
29.990	-1.677
30.000	0.043
30.010	0.043
30.020	0.043
30.030	0.000
30.040	0.043
30.050	0.043
30.060	0.043
30.070	0.043
30.080	0.043
30.090	0.043
30.100	0.000
30.110	0.043
30.120	0.043
30.130	0.043
30.140	0.043
30.150	0.473
30.160	0.000
30.170	0.043
30.180	0.043
30.190	0.043
30.200	0.043
30.210	0.043
30.220	0.043
30.230	0.000
30.240	0.043
30.250	0.043
30.260	0.043
30.270	-0.387
30.280	0.043
30.290	0.000
30.300	0.043
30.310	0.043
30.320	0.043
30.330	0.043
30.340	0.043
30.350	-1.677
30.360	0.000
30.370	0.043
30.380	0.043
30.390	0.043
30.400	0.473
30.410	0.043
30.420	0.000
30.430	0.043
30.440	0.043
30.450	0.473
30.460	0.043
30.470	0.043
30.480	0.043
30.490	-0.430
30.500	0.473
30.510	-0.387
30.520	0.043
30.530	0.043
30.540	0.043
30.550	-0.430
30.560	0.043
30.570	0.473
30.580	-0.387
30.590	0.473
30.600	0.043
30.610	0.043
30.620	0.000
30.630	0.043
30.640	0.043
30.650	0.043
30.660	0.043
30.670	0.043
30.680	0.000
30.690	0.043
30.700	-1.247
30.710	0.043
30.720	0.043
30.730	0.043
30.740	0.000
30.750	0.043
30.760	0.043
30.770	0.043
30.780	-0.387
30.790	0.043
30.800	0.473
30.810	-0.430
30.820	0.043
30.830	0.043
30.840	0.043
30.850	0.043
30.860	0.043
30.870	0.000
30.880	0.473
30.890	-0.387
30.900	0.473
30.910	0.043
30.920	0.043
30.930	0.043
30.940	0.000
30.950	0.473
30.960	0.043
30.970	0.043
30.980	0.043
30.990	0.043
31.000	0.000
31.010	0.043
31.020	0.043
31.030	0.043
31.040	-0.387
31.050	0.043
31.060	-1.247
31.070	0.000
31.080	0.043
31.090	0.043
31.100	-0.387
31.110	0.043
31.120	0.043
31.130	0.000
31.140	0.043
31.150	0.043
31.160	0.473
31.170	0.043
31.180	0.043
31.190	0.000
31.200	0.043
31.210	0.043
31.220	0.043
31.230	0.043
31.240	0.043
31.250	-0.387
31.260	0.430
31.270	-0.387
31.280	0.043
31.290	0.043
31.300	0.043
31.310	0.043
31.320	0.000
31.330	0.043
31.340	0.043
31.350	0.043
31.360	0.043
31.370	0.043
31.380	0.043
31.390	0.000
31.400	0.043
