Position Uncertainty Oct 31, 2023 2:36 PM
Time (s)	Distance (cm)	Dist Error (cm)
11.420	15.391	0.239
11.430	15.391	0.239
11.440	15.391	0.239
11.450	15.392	0.239
11.460	15.392	0.239
11.470	15.393	0.239
11.480	15.389	0.239
11.490	15.394	0.239
11.500	15.394	0.239
11.510	15.394	0.239
11.520	15.391	0.239
11.530	15.395	0.239
11.540	15.396	0.239
11.550	15.396	0.239
11.560	15.396	0.239
11.570	15.384	0.239
11.580	15.384	0.239
11.590	15.385	0.239
11.600	15.385	0.239
11.610	15.385	0.239
11.620	15.386	0.239
11.630	15.386	0.239
11.640	15.387	0.239
11.650	15.387	0.239
11.660	15.388	0.239
11.670	15.388	0.239
11.680	15.388	0.239
11.690	15.388	0.239
11.700	15.389	0.239
11.710	15.389	0.239
11.720	15.390	0.239
11.730	15.390	0.239
11.740	15.391	0.239
11.750	15.391	0.239
11.760	15.391	0.239
11.770	15.392	0.239
11.780	15.392	0.239
11.790	15.392	0.239
11.800	15.393	0.239
11.810	15.393	0.239
11.820	15.394	0.239
11.830	15.394	0.239
11.840	15.394	0.239
11.850	15.391	0.239
11.860	15.395	0.239
11.870	15.396	0.239
11.880	15.396	0.239
