Motion Sensor Data File Oct 31, 2023 3:55 PM
Time (s)	Distance (cm)	Dist Error (cm)
11.530	16.884	0.239
11.540	16.885	0.239
11.550	16.885	0.239
11.560	16.885	0.239
11.570	16.886	0.239
11.580	16.886	0.239
11.590	16.887	0.239
11.600	16.891	0.239
11.610	16.887	0.239
11.620	16.892	0.239
11.630	16.892	0.239
11.640	16.893	0.239
11.650	16.893	0.239
11.660	16.893	0.239
11.670	16.894	0.239
11.680	16.894	0.239
11.690	16.895	0.239
11.700	16.895	0.239
11.710	16.899	0.239
11.720	16.896	0.239
11.730	16.896	0.239
11.740	16.896	0.239
11.750	16.897	0.239
11.760	16.897	0.239
11.770	16.881	0.239
11.780	16.881	0.239
11.790	16.881	0.239
11.800	16.881	0.239
11.810	16.882	0.239
11.820	16.882	0.239
11.830	16.883	0.239
11.840	16.883	0.239
11.850	16.887	0.239
11.860	16.888	0.239
11.870	16.888	0.239
11.880	16.889	0.239
11.890	16.889	0.239
11.900	16.890	0.239
11.910	16.894	0.239
11.920	16.890	0.239
11.930	16.895	0.239
11.940	16.895	0.239
11.950	16.896	0.239
11.960	16.896	0.239
11.970	16.896	0.239
11.980	16.897	0.239
11.990	16.897	0.239
12.000	16.893	0.239
12.010	16.893	0.239
12.020	16.894	0.239
12.030	16.894	0.239
12.040	16.895	0.239
12.050	16.895	0.239
12.060	16.891	0.239
12.070	16.891	0.239
12.080	16.896	0.239
12.090	16.896	0.239
12.100	16.897	0.239
12.110	16.884	0.239
12.120	16.885	0.239
12.130	16.885	0.239
12.140	16.886	0.239
12.150	16.886	0.239
12.160	16.886	0.239
12.170	16.887	0.239
12.180	16.887	0.239
12.190	16.887	0.239
12.200	16.888	0.239
12.210	16.888	0.239
12.220	16.888	0.239
12.230	16.889	0.239
12.240	16.885	0.239
12.250	16.890	0.239
12.260	16.886	0.239
12.270	16.890	0.239
12.280	16.887	0.239
12.290	16.887	0.239
12.300	16.887	0.239
12.310	16.887	0.239
12.320	16.888	0.239
12.330	16.888	0.239
12.340	16.889	0.239
12.350	16.889	0.239
12.360	16.890	0.239
12.370	16.890	0.239
12.380	16.890	0.239
12.390	16.895	0.239
12.400	16.895	0.239
12.410	16.896	0.239
12.420	16.896	0.239
12.430	16.896	0.239
12.440	16.896	0.239
12.450	16.897	0.239
12.460	16.884	0.239
12.470	16.885	0.239
12.480	16.885	0.239
12.490	16.886	0.239
12.500	16.882	0.239
12.510	16.886	0.239
12.520	16.882	0.239
12.530	16.883	0.239
12.540	16.883	0.239
12.550	16.884	0.239
12.560	16.884	0.239
12.570	16.884	0.239
12.580	16.885	0.239
12.590	16.885	0.239
12.600	16.885	0.239
12.610	16.886	0.239
12.620	16.886	0.239
12.630	16.887	0.239
12.640	16.887	0.239
12.650	16.887	0.239
12.660	16.887	0.239
12.670	16.892	0.239
12.680	16.893	0.239
12.690	16.893	0.239
12.700	16.893	0.239
12.710	16.894	0.239
12.720	16.894	0.239
12.730	16.894	0.239
12.740	16.895	0.239
12.750	16.895	0.239
12.760	16.896	0.239
12.770	16.896	0.239
12.780	16.896	0.239
12.790	16.893	0.239
12.800	16.893	0.239
12.810	16.880	0.239
12.820	16.881	0.239
12.830	16.881	0.239
12.840	16.881	0.239
12.850	16.886	0.239
12.860	16.887	0.239
12.870	16.887	0.239
12.880	16.887	0.239
12.890	16.887	0.239
12.900	16.888	0.239
12.910	16.888	0.239
12.920	16.889	0.239
12.930	16.889	0.239
12.940	16.890	0.239
12.950	16.890	0.239
12.960	16.890	0.239
12.970	16.890	0.239
12.980	16.891	0.239
12.990	16.891	0.239
13.000	16.892	0.239
13.010	16.892	0.239
13.020	16.892	0.239
13.030	16.888	0.239
13.040	16.889	0.239
13.050	16.889	0.239
13.060	16.890	0.239
13.070	16.890	0.239
13.080	16.890	0.239
13.090	16.891	0.239
13.100	16.891	0.239
13.110	16.891	0.239
13.120	16.896	0.239
13.130	16.896	0.239
13.140	16.897	0.239
13.150	16.897	0.239
13.160	16.885	0.239
13.170	16.889	0.239
13.180	16.885	0.239
13.190	16.886	0.239
13.200	16.890	0.239
13.210	16.891	0.239
13.220	16.891	0.239
13.230	16.892	0.239
13.240	16.887	0.239
13.250	16.888	0.239
13.260	16.888	0.239
13.270	16.889	0.239
13.280	16.889	0.239
13.290	16.890	0.239
13.300	16.886	0.239
13.310	16.890	0.239
13.320	16.886	0.239
13.330	16.887	0.239
13.340	16.887	0.239
13.350	16.887	0.239
13.360	16.888	0.239
13.370	16.888	0.239
13.380	16.889	0.239
13.390	16.889	0.239
13.400	16.889	0.239
13.410	16.890	0.239
13.420	16.894	0.239
13.430	16.895	0.239
13.440	16.895	0.239
13.450	16.896	0.239
13.460	16.896	0.239
13.470	16.896	0.239
13.480	16.896	0.239
13.490	16.897	0.239
13.500	16.884	0.239
13.510	16.885	0.239
13.520	16.885	0.239
13.530	16.886	0.239
13.540	16.886	0.239
13.550	16.882	0.239
13.560	16.882	0.239
13.570	16.883	0.239
13.580	16.883	0.239
13.590	16.879	0.239
13.600	16.880	0.239
13.610	16.884	0.239
13.620	16.880	0.239
13.630	16.885	0.239
13.640	16.885	0.239
13.650	16.886	0.239
13.660	16.886	0.239
13.670	16.887	0.239
13.680	16.887	0.239
13.690	16.887	0.239
13.700	16.892	0.239
13.710	16.888	0.239
13.720	16.893	0.239
13.730	16.893	0.239
13.740	16.893	0.239
13.750	16.893	0.239
13.760	16.894	0.239
13.770	16.890	0.239
13.780	16.895	0.239
13.790	16.891	0.239
13.800	16.891	0.239
13.810	16.892	0.239
13.820	16.892	0.239
13.830	16.892	0.239
13.840	16.893	0.239
13.850	16.880	0.239
13.860	16.881	0.239
13.870	16.877	0.239
13.880	16.881	0.239
13.890	16.882	0.239
13.900	16.882	0.239
13.910	16.882	0.239
13.920	16.883	0.239
13.930	16.883	0.239
13.940	16.884	0.239
13.950	16.884	0.239
13.960	16.884	0.239
13.970	16.889	0.239
13.980	16.889	0.239
13.990	16.890	0.239
14.000	16.890	0.239
14.010	16.890	0.239
14.020	16.891	0.239
14.030	16.887	0.239
14.040	16.887	0.239
14.050	16.887	0.239
14.060	16.888	0.239
14.070	16.888	0.239
14.080	16.889	0.239
14.090	16.889	0.239
14.100	16.890	0.239
14.110	16.890	0.239
14.120	16.890	0.239
14.130	16.886	0.239
14.140	16.891	0.239
14.150	16.891	0.239
14.160	16.892	0.239
14.170	16.892	0.239
14.180	16.893	0.239
14.190	16.893	0.239
14.200	16.880	0.239
14.210	16.881	0.239
14.220	16.881	0.239
14.230	16.881	0.239
14.240	16.886	0.239
14.250	16.887	0.239
14.260	16.887	0.239
14.270	16.887	0.239
14.280	16.887	0.239
14.290	16.888	0.239
14.300	16.888	0.239
14.310	16.889	0.239
14.320	16.885	0.239
14.330	16.885	0.239
14.340	16.885	0.239
14.350	16.886	0.239
14.360	16.886	0.239
14.370	16.887	0.239
14.380	16.883	0.239
14.390	16.883	0.239
14.400	16.884	0.239
14.410	16.884	0.239
14.420	16.884	0.239
14.430	16.889	0.239
14.440	16.889	0.239
14.450	16.890	0.239
14.460	16.890	0.239
14.470	16.890	0.239
14.480	16.890	0.239
14.490	16.891	0.239
14.500	16.896	0.239
14.510	16.896	0.239
14.520	16.896	0.239
14.530	16.893	0.239
14.540	16.893	0.239
14.550	16.881	0.239
14.560	16.881	0.239
14.570	16.881	0.239
14.580	16.881	0.239
14.590	16.877	0.239
14.600	16.878	0.239
14.610	16.878	0.239
14.620	16.879	0.239
14.630	16.879	0.239
14.640	16.879	0.239
14.650	16.880	0.239
14.660	16.880	0.239
14.670	16.881	0.239
14.680	16.881	0.239
14.690	16.881	0.239
14.700	16.881	0.239
14.710	16.882	0.239
14.720	16.882	0.239
14.730	16.887	0.239
14.740	16.887	0.239
14.750	16.888	0.239
14.760	16.888	0.239
14.770	16.888	0.239
14.780	16.889	0.239
14.790	16.889	0.239
14.800	16.890	0.239
14.810	16.890	0.239
14.820	16.890	0.239
14.830	16.891	0.239
14.840	16.891	0.239
14.850	16.887	0.239
14.860	16.887	0.239
14.870	16.888	0.239
14.880	16.888	0.239
14.890	16.889	0.239
14.900	16.876	0.239
14.910	16.877	0.239
14.920	16.877	0.239
14.930	16.873	0.239
14.940	16.877	0.239
14.950	16.878	0.239
14.960	16.878	0.239
14.970	16.879	0.239
14.980	16.879	0.239
14.990	16.879	0.239
15.000	16.880	0.239
15.010	16.884	0.239
15.020	16.881	0.239
15.030	16.885	0.239
15.040	16.886	0.239
15.050	16.886	0.239
15.060	16.886	0.239
15.070	16.882	0.239
15.080	16.883	0.239
15.090	16.883	0.239
15.100	16.884	0.239
15.110	16.880	0.239
15.120	16.880	0.239
15.130	16.881	0.239
15.140	16.881	0.239
15.150	16.881	0.239
15.160	16.881	0.239
15.170	16.882	0.239
15.180	16.882	0.239
15.190	16.883	0.239
15.200	16.887	0.239
15.210	16.887	0.239
15.220	16.888	0.239
15.230	16.888	0.239
15.240	16.876	0.239
15.250	16.876	0.239
15.260	16.877	0.239
15.270	16.877	0.239
15.280	16.881	0.239
15.290	16.882	0.239
15.300	16.882	0.239
15.310	16.883	0.239
15.320	16.883	0.239
15.330	16.884	0.239
15.340	16.880	0.239
15.350	16.880	0.239
15.360	16.880	0.239
15.370	16.881	0.239
15.380	16.881	0.239
15.390	16.877	0.239
15.400	16.877	0.239
15.410	16.878	0.239
15.420	16.878	0.239
15.430	16.878	0.239
15.440	16.879	0.239
15.450	16.879	0.239
15.460	16.884	0.239
15.470	16.884	0.239
15.480	16.885	0.239
15.490	16.885	0.239
15.500	16.885	0.239
15.510	16.886	0.239
15.520	16.890	0.239
15.530	16.891	0.239
15.540	16.891	0.239
15.550	16.892	0.239
15.560	16.892	0.239
15.570	16.892	0.239
15.580	16.888	0.239
15.590	16.876	0.239
15.600	16.876	0.239
15.610	16.877	0.239
15.620	16.877	0.239
15.630	16.877	0.239
15.640	16.877	0.239
15.650	16.878	0.239
15.660	16.878	0.239
15.670	16.879	0.239
15.680	16.879	0.239
15.690	16.880	0.239
15.700	16.880	0.239
15.710	16.880	0.239
15.720	16.881	0.239
15.730	16.881	0.239
15.740	16.881	0.239
15.750	16.882	0.239
15.760	16.882	0.239
15.770	16.883	0.239
15.780	16.887	0.239
15.790	16.887	0.239
15.800	16.888	0.239
15.810	16.888	0.239
15.820	16.889	0.239
15.830	16.889	0.239
15.840	16.890	0.239
15.850	16.890	0.239
15.860	16.890	0.239
15.870	16.886	0.239
15.880	16.887	0.239
15.890	16.887	0.239
15.900	16.887	0.239
15.910	16.888	0.239
15.920	16.888	0.239
15.930	16.888	0.239
15.940	16.876	0.239
15.950	16.876	0.239
15.960	16.877	0.239
15.970	16.877	0.239
15.980	16.877	0.239
15.990	16.878	0.239
16.000	16.882	0.239
16.010	16.883	0.239
16.020	16.883	0.239
16.030	16.884	0.239
16.040	16.884	0.239
16.050	16.884	0.239
16.060	16.889	0.239
16.070	16.885	0.239
16.080	16.885	0.239
16.090	16.886	0.239
16.100	16.886	0.239
16.110	16.887	0.239
16.120	16.883	0.239
16.130	16.883	0.239
16.140	16.883	0.239
16.150	16.884	0.239
16.160	16.884	0.239
16.170	16.884	0.239
16.180	16.885	0.239
16.190	16.885	0.239
16.200	16.886	0.239
16.210	16.886	0.239
16.220	16.886	0.239
16.230	16.891	0.239
16.240	16.891	0.239
16.250	16.892	0.239
16.260	16.892	0.239
16.270	16.893	0.239
16.280	16.897	0.239
16.290	16.884	0.239
16.300	16.885	0.239
16.310	16.885	0.239
16.320	16.886	0.239
16.330	16.886	0.239
16.340	16.891	0.239
16.350	16.891	0.239
16.360	16.887	0.239
16.370	16.887	0.239
16.380	16.888	0.239
16.390	16.884	0.239
16.400	16.884	0.239
16.410	16.885	0.239
16.420	16.885	0.239
16.430	16.885	0.239
16.440	16.886	0.239
16.450	16.886	0.239
16.460	16.887	0.239
16.470	16.887	0.239
16.480	16.887	0.239
16.490	16.888	0.239
16.500	16.888	0.239
16.510	16.888	0.239
16.520	16.889	0.239
16.530	16.889	0.239
16.540	16.894	0.239
16.550	16.894	0.239
16.560	16.895	0.239
16.570	16.895	0.239
16.580	16.895	0.239
16.590	16.896	0.239
16.600	16.896	0.239
16.610	16.896	0.239
16.620	16.897	0.239
16.630	16.897	0.239
16.640	16.885	0.239
16.650	16.885	0.239
16.660	16.885	0.239
16.670	16.881	0.239
16.680	16.882	0.239
16.690	16.882	0.239
16.700	16.883	0.239
16.710	16.883	0.239
16.720	16.883	0.239
16.730	16.884	0.239
16.740	16.884	0.239
16.750	16.884	0.239
16.760	16.889	0.239
16.770	16.890	0.239
16.780	16.890	0.239
16.790	16.890	0.239
16.800	16.895	0.239
16.810	16.895	0.239
16.820	16.896	0.239
16.830	16.896	0.239
16.840	16.896	0.239
16.850	16.897	0.239
16.860	16.897	0.239
16.870	16.893	0.239
16.880	16.893	0.239
16.890	16.894	0.239
16.900	16.894	0.239
16.910	16.895	0.239
16.920	16.891	0.239
16.930	16.891	0.239
16.940	16.891	0.239
16.950	16.892	0.239
16.960	16.892	0.239
16.970	16.893	0.239
16.980	16.893	0.239
16.990	16.881	0.239
17.000	16.881	0.239
17.010	16.881	0.239
17.020	16.881	0.239
17.030	16.882	0.239
17.040	16.882	0.239
17.050	16.887	0.239
17.060	16.883	0.239
17.070	16.888	0.239
17.080	16.888	0.239
17.090	16.888	0.239
17.100	16.889	0.239
17.110	16.889	0.239
17.120	16.890	0.239
17.130	16.890	0.239
17.140	16.890	0.239
17.150	16.886	0.239
17.160	16.891	0.239
17.170	16.887	0.239
17.180	16.887	0.239
17.190	16.888	0.239
17.200	16.888	0.239
17.210	16.889	0.239
17.220	16.889	0.239
17.230	16.889	0.239
17.240	16.890	0.239
17.250	16.890	0.239
17.260	16.890	0.239
17.270	16.891	0.239
17.280	16.891	0.239
17.290	16.896	0.239
17.300	16.896	0.239
17.310	16.896	0.239
17.320	16.897	0.239
17.330	16.884	0.239
17.340	16.885	0.239
17.350	16.885	0.239
17.360	16.890	0.239
17.370	16.886	0.239
17.380	16.890	0.239
17.390	16.891	0.239
17.400	16.887	0.239
17.410	16.887	0.239
17.420	16.888	0.239
17.430	16.888	0.239
17.440	16.884	0.239
17.450	16.884	0.239
17.460	16.885	0.239
17.470	16.885	0.239
17.480	16.886	0.239
17.490	16.886	0.239
17.500	16.886	0.239
17.510	16.887	0.239
17.520	16.891	0.239
17.530	16.892	0.239
17.540	16.892	0.239
17.550	16.893	0.239
17.560	16.893	0.239
17.570	16.897	0.239
17.580	16.898	0.239
17.590	16.894	0.239
17.600	16.894	0.239
17.610	16.895	0.239
17.620	16.895	0.239
17.630	16.896	0.239
17.640	16.896	0.239
17.650	16.900	0.239
17.660	16.896	0.239
17.670	16.897	0.239
17.680	16.884	0.239
17.690	16.881	0.239
17.700	16.881	0.239
17.710	16.881	0.239
17.720	16.881	0.239
17.730	16.882	0.239
17.740	16.882	0.239
17.750	16.883	0.239
17.760	16.883	0.239
17.770	16.884	0.239
17.780	16.884	0.239
17.790	16.884	0.239
17.800	16.889	0.239
17.810	16.889	0.239
17.820	16.890	0.239
17.830	16.890	0.239
17.840	16.890	0.239
17.850	16.891	0.239
17.860	16.891	0.239
17.870	16.891	0.239
17.880	16.892	0.239
17.890	16.892	0.239
17.900	16.893	0.239
17.910	16.893	0.239
17.920	16.893	0.239
17.930	16.893	0.239
17.940	16.890	0.239
17.950	16.890	0.239
17.960	16.890	0.239
17.970	16.891	0.239
17.980	16.891	0.239
17.990	16.892	0.239
18.000	16.892	0.239
18.010	16.892	0.239
18.020	16.893	0.239
18.030	16.880	0.239
18.040	16.881	0.239
18.050	16.881	0.239
18.060	16.881	0.239
18.070	16.886	0.239
18.080	16.886	0.239
18.090	16.887	0.239
18.100	16.887	0.239
18.110	16.887	0.239
18.120	16.892	0.239
18.130	16.893	0.239
18.140	16.888	0.239
18.150	16.889	0.239
18.160	16.889	0.239
18.170	16.890	0.239
18.180	16.890	0.239
18.190	16.890	0.239
18.200	16.891	0.239
18.210	16.891	0.239
18.220	16.887	0.239
18.230	16.887	0.239
18.240	16.888	0.239
18.250	16.888	0.239
18.260	16.889	0.239
18.270	16.889	0.239
18.280	16.890	0.239
18.290	16.890	0.239
18.300	16.890	0.239
18.310	16.890	0.239
18.320	16.891	0.239
18.330	16.896	0.239
18.340	16.892	0.239
18.350	16.892	0.239
18.360	16.892	0.239
18.370	16.897	0.239
18.380	16.884	0.239
18.390	16.885	0.239
18.400	16.881	0.239
18.410	16.886	0.239
18.420	16.886	0.239
18.430	16.886	0.239
18.440	16.887	0.239
18.450	16.887	0.239
18.460	16.887	0.239
18.470	16.888	0.239
18.480	16.884	0.239
18.490	16.884	0.239
18.500	16.884	0.239
18.510	16.885	0.239
18.520	16.885	0.239
18.530	16.886	0.239
18.540	16.886	0.239
18.550	16.887	0.239
18.560	16.887	0.239
18.570	16.887	0.239
18.580	16.892	0.239
18.590	16.892	0.239
18.600	16.893	0.239
18.610	16.893	0.239
18.620	16.893	0.239
18.630	16.898	0.239
18.640	16.898	0.239
18.650	16.899	0.239
18.660	16.899	0.239
18.670	16.895	0.239
18.680	16.896	0.239
18.690	16.896	0.239
18.700	16.896	0.239
18.710	16.896	0.239
18.720	16.893	0.239
18.730	16.880	0.239
18.740	16.881	0.239
18.750	16.881	0.239
18.760	16.881	0.239
18.770	16.882	0.239
18.780	16.882	0.239
18.790	16.882	0.239
18.800	16.883	0.239
18.810	16.883	0.239
18.820	16.884	0.239
18.830	16.884	0.239
18.840	16.889	0.239
18.850	16.884	0.239
18.860	16.889	0.239
18.870	16.890	0.239
18.880	16.890	0.239
18.890	16.890	0.239
18.900	16.891	0.239
18.910	16.891	0.239
18.920	16.891	0.239
18.930	16.892	0.239
18.940	16.892	0.239
18.950	16.893	0.239
18.960	16.893	0.239
18.970	16.893	0.239
18.980	16.894	0.239
18.990	16.894	0.239
19.000	16.890	0.239
19.010	16.890	0.239
19.020	16.891	0.239
19.030	16.891	0.239
19.040	16.892	0.239
19.050	16.892	0.239
19.060	16.896	0.239
19.070	16.897	0.239
19.080	16.884	0.239
19.090	16.885	0.239
19.100	16.885	0.239
19.110	16.886	0.239
19.120	16.890	0.239
19.130	16.890	0.239
19.140	16.891	0.239
19.150	16.891	0.239
19.160	16.892	0.239
19.170	16.888	0.239
19.180	16.888	0.239
19.190	16.889	0.239
19.200	16.889	0.239
19.210	16.889	0.239
19.220	16.890	0.239
19.230	16.890	0.239
19.240	16.886	0.239
19.250	16.887	0.239
19.260	16.887	0.239
19.270	16.887	0.239
19.280	16.887	0.239
19.290	16.888	0.239
19.300	16.888	0.239
19.310	16.889	0.239
19.320	16.889	0.239
19.330	16.890	0.239
19.340	16.894	0.239
19.350	16.894	0.239
19.360	16.895	0.239
19.370	16.895	0.239
19.380	16.896	0.239
19.390	16.896	0.239
19.400	16.896	0.239
19.410	16.901	0.239
19.420	16.901	0.239
19.430	16.889	0.239
19.440	16.889	0.239
19.450	16.890	0.239
19.460	16.886	0.239
19.470	16.886	0.239
19.480	16.887	0.239
19.490	16.887	0.239
19.500	16.887	0.239
19.510	16.883	0.239
19.520	16.884	0.239
19.530	16.888	0.239
19.540	16.889	0.239
19.550	16.885	0.239
19.560	16.885	0.239
19.570	16.885	0.239
19.580	16.886	0.239
19.590	16.886	0.239
19.600	16.887	0.239
19.610	16.891	0.239
19.620	16.892	0.239
19.630	16.892	0.239
19.640	16.892	0.239
19.650	16.893	0.239
19.660	16.893	0.239
19.670	16.893	0.239
19.680	16.898	0.239
19.690	16.894	0.239
19.700	16.894	0.239
19.710	16.895	0.239
19.720	16.895	0.239
19.730	16.896	0.239
19.740	16.896	0.239
19.750	16.896	0.239
19.760	16.893	0.239
19.770	16.893	0.239
19.780	16.884	0.239
19.790	16.885	0.239
19.800	16.885	0.239
19.810	16.881	0.239
19.820	16.882	0.239
19.830	16.882	0.239
19.840	16.882	0.239
19.850	16.887	0.239
19.860	16.887	0.239
19.870	16.888	0.239
19.880	16.888	0.239
19.890	16.889	0.239
19.900	16.889	0.239
19.910	16.889	0.239
19.920	16.890	0.239
19.930	16.890	0.239
19.940	16.890	0.239
19.950	16.891	0.239
19.960	16.891	0.239
19.970	16.892	0.239
19.980	16.892	0.239
19.990	16.892	0.239
20.000	16.893	0.239
20.010	16.893	0.239
20.020	16.893	0.239
20.030	16.894	0.239
20.040	16.894	0.239
20.050	16.894	0.239
20.060	16.895	0.239
20.070	16.895	0.239
20.080	16.896	0.239
20.090	16.896	0.239
20.100	16.896	0.239
20.110	16.897	0.239
20.120	16.897	0.239
20.130	16.884	0.239
20.140	16.885	0.239
20.150	16.890	0.239
20.160	16.886	0.239
20.170	16.890	0.239
20.180	16.887	0.239
20.190	16.891	0.239
20.200	16.887	0.239
20.210	16.887	0.239
20.220	16.888	0.239
20.230	16.888	0.239
20.240	16.889	0.239
20.250	16.889	0.239
20.260	16.889	0.239
20.270	16.890	0.239
20.280	16.886	0.239
20.290	16.890	0.239
20.300	16.887	0.239
20.310	16.891	0.239
20.320	16.887	0.239
20.330	16.892	0.239
20.340	16.892	0.239
20.350	16.893	0.239
20.360	16.893	0.239
20.370	16.893	0.239
20.380	16.894	0.239
20.390	16.894	0.239
20.400	16.899	0.239
20.410	16.899	0.239
20.420	16.899	0.239
20.430	16.900	0.239
20.440	16.900	0.239
20.450	16.901	0.239
20.460	16.901	0.239
20.470	16.901	0.239
20.480	16.889	0.239
20.490	16.889	0.239
20.500	16.885	0.239
20.510	16.886	0.239
20.520	16.886	0.239
20.530	16.887	0.239
20.540	16.887	0.239
20.550	16.887	0.239
20.560	16.887	0.239
20.570	16.888	0.239
20.580	16.888	0.239
20.590	16.884	0.239
20.600	16.885	0.239
20.610	16.889	0.239
20.620	16.885	0.239
20.630	16.890	0.239
20.640	16.890	0.239
20.650	16.891	0.239
20.660	16.891	0.239
20.670	16.892	0.239
20.680	16.892	0.239
20.690	16.892	0.239
20.700	16.893	0.239
20.710	16.889	0.239
20.720	16.889	0.239
20.730	16.890	0.239
20.740	16.890	0.239
20.750	16.890	0.239
20.760	16.890	0.239
20.770	16.887	0.239
20.780	16.887	0.239
20.790	16.892	0.239
20.800	16.888	0.239
20.810	16.888	0.239
20.820	16.893	0.239
20.830	16.876	0.239
20.840	16.876	0.239
20.850	16.877	0.239
20.860	16.877	0.239
20.870	16.882	0.239
20.880	16.882	0.239
20.890	16.882	0.239
20.900	16.883	0.239
20.910	16.883	0.239
20.920	16.884	0.239
20.930	16.884	0.239
20.940	16.884	0.239
20.950	16.885	0.239
20.960	16.885	0.239
20.970	16.885	0.239
20.980	16.886	0.239
20.990	16.886	0.239
21.000	16.887	0.239
21.010	16.883	0.239
21.020	16.883	0.239
21.030	16.883	0.239
21.040	16.884	0.239
21.050	16.884	0.239
21.060	16.884	0.239
21.070	16.885	0.239
21.080	16.885	0.239
21.090	16.886	0.239
21.100	16.890	0.239
21.110	16.890	0.239
21.120	16.891	0.239
21.130	16.891	0.239
21.140	16.892	0.239
21.150	16.892	0.239
21.160	16.893	0.239
21.170	16.897	0.239
21.180	16.880	0.239
21.190	16.885	0.239
21.200	16.881	0.239
21.210	16.886	0.239
21.220	16.882	0.239
21.230	16.882	0.239
21.240	16.887	0.239
21.250	16.883	0.239
21.260	16.883	0.239
21.270	16.884	0.239
21.280	16.884	0.239
21.290	16.880	0.239
21.300	16.884	0.239
21.310	16.881	0.239
21.320	16.881	0.239
21.330	16.881	0.239
21.340	16.886	0.239
21.350	16.882	0.239
21.360	16.887	0.239
21.370	16.887	0.239
21.380	16.887	0.239
21.390	16.892	0.239
21.400	16.893	0.239
21.410	16.893	0.239
21.420	16.893	0.239
21.430	16.894	0.239
21.440	16.894	0.239
21.450	16.894	0.239
21.460	16.895	0.239
21.470	16.895	0.239
21.480	16.896	0.239
21.490	16.896	0.239
21.500	16.892	0.239
21.510	16.896	0.239
21.520	16.893	0.239
21.530	16.880	0.239
21.540	16.881	0.239
21.550	16.881	0.239
21.560	16.881	0.239
21.570	16.882	0.239
21.580	16.882	0.239
21.590	16.882	0.239
21.600	16.883	0.239
21.610	16.883	0.239
21.620	16.888	0.239
21.630	16.888	0.239
21.640	16.889	0.239
21.650	16.884	0.239
21.660	16.889	0.239
21.670	16.890	0.239
21.680	16.890	0.239
21.690	16.890	0.239
21.700	16.895	0.239
21.710	16.896	0.239
21.720	16.891	0.239
21.730	16.896	0.239
21.740	16.892	0.239
21.750	16.893	0.239
21.760	16.893	0.239
21.770	16.893	0.239
21.780	16.894	0.239
21.790	16.894	0.239
21.800	16.890	0.239
21.810	16.895	0.239
21.820	16.891	0.239
21.830	16.896	0.239
21.840	16.892	0.239
21.850	16.896	0.239
21.860	16.892	0.239
21.870	16.897	0.239
21.880	16.884	0.239
21.890	16.885	0.239
21.900	16.885	0.239
21.910	16.886	0.239
21.920	16.886	0.239
21.930	16.886	0.239
21.940	16.887	0.239
21.950	16.891	0.239
21.960	16.892	0.239
21.970	16.892	0.239
21.980	16.893	0.239
21.990	16.893	0.239
22.000	16.893	0.239
22.010	16.893	0.239
22.020	16.890	0.239
22.030	16.890	0.239
22.040	16.890	0.239
22.050	16.891	0.239
22.060	16.891	0.239
22.070	16.891	0.239
22.080	16.892	0.239
22.090	16.888	0.239
22.100	16.893	0.239
22.110	16.893	0.239
22.120	16.893	0.239
22.130	16.893	0.239
22.140	16.894	0.239
22.150	16.894	0.239
22.160	16.895	0.239
22.170	16.895	0.239
22.180	16.896	0.239
22.190	16.896	0.239
22.200	16.896	0.239
22.210	16.896	0.239
22.220	16.897	0.239
22.230	16.884	0.239
22.240	16.885	0.239
22.250	16.885	0.239
22.260	16.886	0.239
22.270	16.886	0.239
22.280	16.886	0.239
22.290	16.887	0.239
22.300	16.887	0.239
22.310	16.883	0.239
22.320	16.884	0.239
22.330	16.884	0.239
22.340	16.884	0.239
22.350	16.884	0.239
22.360	16.885	0.239
22.370	16.885	0.239
22.380	16.886	0.239
22.390	16.886	0.239
22.400	16.887	0.239
22.410	16.891	0.239
22.420	16.891	0.239
22.430	16.892	0.239
22.440	16.892	0.239
22.450	16.893	0.239
22.460	16.893	0.239
22.470	16.893	0.239
22.480	16.893	0.239
22.490	16.894	0.239
22.500	16.894	0.239
22.510	16.895	0.239
22.520	16.895	0.239
22.530	16.896	0.239
22.540	16.896	0.239
22.550	16.896	0.239
22.560	16.896	0.239
22.570	16.897	0.239
22.580	16.880	0.239
22.590	16.885	0.239
22.600	16.885	0.239
22.610	16.881	0.239
22.620	16.886	0.239
22.630	16.886	0.239
22.640	16.887	0.239
22.650	16.887	0.239
22.660	16.887	0.239
22.670	16.888	0.239
22.680	16.888	0.239
22.690	16.888	0.239
22.700	16.889	0.239
22.710	16.893	0.239
22.720	16.894	0.239
22.730	16.890	0.239
22.740	16.895	0.239
22.750	16.890	0.239
22.760	16.891	0.239
22.770	16.896	0.239
22.780	16.896	0.239
22.790	16.896	0.239
22.800	16.893	0.239
22.810	16.893	0.239
22.820	16.893	0.239
22.830	16.893	0.239
22.840	16.894	0.239
22.850	16.894	0.239
22.860	16.890	0.239
22.870	16.891	0.239
22.880	16.891	0.239
22.890	16.891	0.239
22.900	16.887	0.239
22.910	16.892	0.239
22.920	16.888	0.239
22.930	16.876	0.239
22.940	16.876	0.239
22.950	16.877	0.239
22.960	16.881	0.239
22.970	16.881	0.239
22.980	16.882	0.239
22.990	16.882	0.239
23.000	16.883	0.239
23.010	16.883	0.239
23.020	16.884	0.239
23.030	16.884	0.239
23.040	16.884	0.239
23.050	16.884	0.239
23.060	16.885	0.239
23.070	16.881	0.239
23.080	16.881	0.239
23.090	16.882	0.239
23.100	16.882	0.239
23.110	16.882	0.239
23.120	16.883	0.239
23.130	16.883	0.239
23.140	16.884	0.239
